6410,62562,1
6410,41434,1
6410,50783,1
6410,58684,1
6410,36096,1
6410,35833,1
6410,60907,1
6410,31185,1
6410,38387,1
6410,35587,1
6410,35568,1
6410,54701,2
6410,47529,1
6410,54700,1
6410,35825,1
6410,45720,1
6410,44390,1
6410,50210,1
6410,53217,1
6410,41499,1
6410,36094,2
6410,35696,4
6410,35832,1
6410,40323,1
6410,46152,1
6410,59071,1
6410,38386,1
6410,50864,1
6410,58683,1
6410,38633,1
6410,58471,1
6410,48300,1
6410,32947,1
6410,50788,1
6410,48990,1
6410,25436,1
6410,38389,1
6410,41332,1
6410,41401,1
6410,38952,1
6412,24669,1
6412,19093,1
6412,11602,2
6412,22067,2
6412,18442,2
6412,10567,3
6412,27595,1
6412,28301,2
6412,19750,4
6412,26777,1
6412,32602,1
6412,34360,1
6412,24653,1
6412,18808,6
6412,18397,8
6412,52019,1
6412,14837,1
6412,18087,1
6412,7941,1
6412,28303,3
6412,31351,3
6412,47744,1
6412,51377,1
6412,10275,2
6412,45801,1
6412,22224,1
6412,12242,4
6412,31378,1
6412,26421,1
6412,25933,3
6412,54559,1
6412,16639,1
6412,37819,2
6412,21937,1
6412,19889,4
6412,15038,3
6412,23282,1
6412,38877,1
6412,38736,1
6412,14325,1
6413,31377,1
6413,23884,5
6413,13759,2
6413,31376,2
6413,44155,1
6413,25118,4
6413,34349,1
6413,14564,2
6413,25343,1
6413,23977,1
6413,48140,3
6413,14326,1
6413,24882,1
6413,31726,1
6413,23457,7
6413,37897,1
6413,40802,2
6413,48163,1
6413,46138,1
6413,21713,1
6413,46194,2
6413,61483,1
6413,27666,1
6413,46898,1
6413,62104,1
6413,10303,1
6413,18692,1
6413,26529,1
6413,47913,2
6413,25119,6
6413,18289,1
6413,23711,1
6413,37521,1
6413,13987,1
6413,23990,3
6413,44434,1
6413,10395,1
6413,48170,1
6413,25120,4
6413,13077,1
6414,54206,2
6414,18435,3
6414,11289,1
6414,49840,1
6414,21845,1
6414,18442,1
6414,18332,2
6414,21277,1
6414,41407,3
6414,23989,2
6414,13080,2
6414,40840,1
6414,42121,1
6414,46597,5
6414,40688,1
6414,62957,1
6414,13084,2
6414,24483,2
6414,24178,1
6414,25116,2
6414,31357,2
6414,18332,2
6414,12766,2
6414,57373,2
6414,48617,1
6414,18326,2
6414,21012,1
6414,58488,1
6414,13084,2
6414,16410,1
6414,23456,2
6414,46689,1
6414,41407,3
6414,23644,3
6414,46630,3
6414,33283,2
6414,10306,2
6414,23462,3
6414,42308,1
6414,46627,1
6415,28178,1
6415,38151,1
6415,26413,1
6415,19621,1
6415,26703,1
6415,14455,3
6415,27062,1
6415,22954,1
6415,21529,1
6415,25483,1
6415,15226,1
6415,19130,1
6415,26798,1
6415,15111,2
6415,21906,1
6415,20320,1
6415,13990,1
6415,19159,1
6415,24533,1
6415,27241,1
6415,11040,1
6415,15731,2
6415,8855,2
6415,11389,1
6415,24918,1
6415,31315,1
6415,26787,1
6415,18549,1
6415,39149,1
6415,39835,1
6415,20061,1
6415,21260,1
6415,19158,1
6415,31838,1
6415,17463,1
6415,24573,1
6415,25421,1
6415,23768,1
6415,15101,1
6415,23377,1
6416,13448,1
6416,6418,4
6416,12299,3
6416,13447,1
6417,17135,2
6417,13718,1
6417,16767,1
6417,15793,1
6417,10176,1
6417,13720,1
6417,13785,1
6417,12741,1
6417,23002,1
6417,12762,1
6417,13635,1
6417,13717,1
6417,14196,1
6417,10043,1
6417,10185,1
6417,13665,1
6417,13103,1
6417,13359,1
6417,14494,1
6417,10199,1
6417,9949,1
6417,17134,1
6417,8374,1
6417,23262,1
6417,13780,1
6417,9995,1
6417,13719,1
6417,14391,1
6417,23037,1
6417,7170,1
6417,21478,1
6417,13816,1
6417,11035,1
6417,8069,1
6417,6999,1
6417,12624,1
6417,21494,1
6418,26976,1
6418,33345,1
6418,12469,1
6418,14423,1
6418,18836,1
6418,13688,1
6418,13781,7
6418,23817,1
6418,14480,2
6418,30194,3
6418,11036,1
6418,15746,1
6418,21936,1
6418,13721,5
6418,10202,10
6418,14607,2
6418,8381,5
6418,12787,1
6418,14487,6
6418,26629,1
6418,14473,9
6418,19459,1
6418,14614,4
6418,14616,6
6418,42634,1
6418,18989,1
6418,8347,1
6418,9950,2
6418,26621,1
6418,14630,2
6418,22734,1
6418,23754,1
6418,29409,1
6418,12767,10
6418,14619,2
6418,21932,4
6418,14503,6
6418,13075,4
6418,21144,1
6418,15144,1
6419,26581,1
6419,10678,1
6419,16713,1
6419,8677,1
6419,8709,4
6419,10077,1
6419,14888,1
6419,14620,1
6419,27123,1
6419,13942,1
6419,43644,1
6419,15777,1
6419,24990,3
6419,28645,1
6419,41797,1
6419,14883,2
6419,7899,3
6419,27762,1
6419,44972,1
6419,24536,1
6419,34932,1
6419,14882,2
6419,17765,1
6419,11785,5
6419,10088,1
6419,17312,2
6419,19494,3
6419,10065,1
6419,23979,2
6419,19047,2
6419,16732,1
6419,14989,1
6419,32024,1
6419,37663,1
6419,39388,1
6419,29647,1
6419,37551,2
6419,16724,1
6419,8679,2
6419,31069,1
6421,9664,1
6422,46683,1
6422,14739,1
6422,14738,1
6422,14737,1
6423,18552,1
6423,17552,1
6423,15629,1
6423,39240,1
6423,18553,1
6423,38539,1
6423,18205,1
6423,16192,1
6423,17841,1
6423,50049,1
6425,10098,1
6425,27572,1
6425,58594,1
6425,6876,1
6425,23884,1
6425,30033,1
6425,19740,1
6425,19809,1
6425,30029,1
6425,23172,1
6425,11256,1
6425,47768,1
6425,24054,1
6425,53840,1
6425,21198,1
6425,7710,1
6425,7685,1
6425,22815,1
6425,13634,1
6425,54835,1
6425,12561,1
6425,10109,1
6425,11072,1
6425,18743,1
6425,18099,1
6425,36612,1
6425,9448,1
6425,30034,1
6425,23991,1
6425,13643,1
6425,46495,1
6425,7658,1
6425,44947,1
6425,8968,1
6425,54507,1
6425,36989,1
6425,45045,1
6425,47842,1
6425,10107,1
6425,57764,1
6426,7721,2
6426,9271,1
6426,29632,1
6426,18176,4
6426,29372,1
6426,10783,1
6426,12029,2
6426,28759,1
6426,7662,1
6426,21667,1
6426,19323,1
6426,35118,1
6426,9191,1
6426,14132,1
6426,19932,1
6426,7842,2
6426,13706,2
6426,21208,1
6426,37029,1
6426,22040,2
6426,18614,1
6426,16922,1
6426,7845,1
6426,29662,1
6426,21281,1
6426,22288,1
6426,17346,2
6426,15151,1
6426,33771,1
6426,18125,1
6426,34537,1
6426,42482,1
6426,22045,1
6426,58151,1
6426,25572,1
6426,41575,1
6426,7201,2
6426,13853,1
6426,26968,2
6426,18618,2
6427,8828,1
6427,6907,8
6427,11140,1
6427,14620,5
6427,22648,1
6427,22266,1
6427,22163,1
6427,22811,2
6427,23010,1
6427,10014,1
6427,17265,1
6427,11228,5
6427,8345,12
6427,14518,11
6427,22637,1
6427,17544,2
6427,23017,1
6427,38297,1
6427,11846,1
6427,14174,5
6427,20510,1
6427,15792,3
6427,24021,1
6427,18094,3
6427,32815,1
6427,34437,1
6427,18381,4
6427,8837,2
6427,12430,5
6427,20173,1
6427,7724,1
6427,8457,1
6427,7209,13
6427,7198,7
6427,10998,1
6427,12748,7
6427,22184,1
6427,15809,14
6427,18093,8
6427,17582,1
6428,21828,1
6428,16699,4
6428,21354,7
6428,26836,1
6428,19358,6
6428,22857,4
6428,17957,2
6428,20319,8
6428,32459,6
6428,24758,1
6428,13674,21
6428,17818,14
6428,20319,8
6428,13920,7
6428,19357,6
6428,13679,8
6428,13912,3
6428,11353,1
6428,13228,1
6428,22851,1
6428,17826,4
6428,17638,5
6428,21351,8
6428,15075,2
6428,25799,4
6428,6842,2
6428,6970,2
6428,16702,4
6428,21501,1
6428,41536,1
6428,29592,1
6428,19358,6
6428,11916,2
6428,15747,1
6428,21483,10
6428,28977,1
6428,19298,1
6428,25675,1
6428,18149,1
6428,18383,2
6429,14521,10
6429,26999,1
6429,22001,1
6429,17837,7
6429,13685,2
6429,18091,1
6429,6887,4
6429,17584,5
6429,7667,1
6429,7984,2
6429,11710,1
6429,15949,3
6429,18174,3
6429,31649,1
6429,22187,2
6429,8896,1
6429,12441,5
6429,21173,1
6429,9592,2
6429,11126,1
6429,10420,1
6429,11450,1
6429,33751,1
6429,6631,1
6429,9948,3
6429,12437,3
6429,25408,1
6429,24894,2
6429,24723,1
6429,16247,2
6429,9789,2
6429,20233,3
6429,14557,2
6429,21989,2
6429,21758,2
6429,18094,8
6429,12431,15
6429,7035,2
6429,8345,6
6429,12435,3
6430,13391,5
6430,16727,1
6430,20925,1
6430,12245,3
6430,22961,1
6430,23556,1
6430,14137,1
6430,24610,2
6430,33266,1
6430,11642,8
6430,22264,1
6430,8091,3
6430,33490,1
6430,17635,8
6430,16301,3
6430,14547,1
6430,21401,6
6430,13363,2
6430,17697,1
6430,21401,6
6430,13673,5
6430,13918,8
6430,24608,1
6430,13672,6
6430,25391,2
6430,13915,1
6430,20033,5
6430,27574,1
6430,17641,6
6430,37593,1
6430,16670,1
6430,13376,11
6430,17825,3
6430,24818,1
6430,20319,3
6430,13923,2
6430,9175,4
6430,17635,8
6430,27779,1
6430,12488,1
6431,7661,3
6431,17825,1
6431,17966,1
6431,18971,1
6431,22203,1
6431,17824,4
6431,24751,1
6431,17958,1
6431,10750,1
6431,28668,1
6431,18297,3
6431,7032,1
6431,8507,2
6431,22496,2
6431,13374,8
6431,33485,1
6431,14804,1
6431,16714,3
6431,26895,1
6431,16185,1
6431,35560,2
6431,39782,1
6431,22857,2
6431,12964,1
6431,13913,6
6431,33869,2
6431,25799,2
6431,33869,2
6431,21401,5
6431,11230,12
6431,13670,10
6431,11230,12
6431,25926,1
6431,9393,4
6431,13914,2
6431,24612,1
6431,17775,2
6431,33555,1
6431,22866,4
6431,21354,2
6432,20257,1
6432,18092,1
6432,16866,1
6432,9580,1
6432,14550,5
6432,25391,1
6432,20550,3
6432,18053,6
6432,20981,1
6432,17568,2
6432,18453,1
6432,15953,2
6432,6845,1
6432,12601,1
