16700,32967,1
16700,38891,2
16700,38501,1
16700,24827,5
16700,26919,8
16700,47828,4
16700,38889,1
16700,33666,2
16700,26830,17
16700,26825,14
16700,24825,4
16700,31543,2
16700,29054,2
16700,34583,5
16700,20360,9
16700,30580,1
16700,24931,1
16700,35213,2
16700,35724,1
16700,24833,5
16700,27233,2
16700,63244,1
16700,27270,12
16700,26844,6
16700,33693,8
16700,26919,8
16700,30071,6
16700,35301,1
16700,27271,7
16700,21154,12
16700,39757,1
16700,31818,1
16700,24820,11
16700,36988,1
16700,52380,4
16700,42674,3
16700,35743,11
16700,27296,2
16700,16719,24
16700,32514,10
16701,40428,3
16701,34854,1
16701,25245,3
16701,30320,2
16701,25092,1
16701,30320,2
16701,19565,3
16701,30485,2
16701,35920,3
16701,34931,1
16701,56239,1
16701,40437,1
16701,48861,7
16701,53070,1
16701,22683,2
16701,45255,1
16701,26939,3
16701,28213,2
16701,37353,9
16701,38777,10
16701,16732,3
16701,29155,1
16701,34970,1
16701,40713,2
16701,28320,26
16701,28271,1
16701,39088,1
16701,37242,3
16701,38778,22
16701,36648,3
16701,22498,2
16701,25591,4
16701,37022,1
16701,37541,2
16701,44084,1
16701,36977,3
16701,36651,5
16701,37771,2
16701,16731,5
16701,20735,2
16702,33979,3
16702,39779,1
16702,36988,8
16702,24831,10
16702,34426,9
16702,32514,27
16702,42143,21
16702,16721,27
16702,32514,27
16702,40354,14
16702,42143,21
16702,31415,5
16702,43068,1
16702,27312,6
16702,23719,3
16702,25070,5
16702,45998,1
16702,35244,1
16702,43861,1
16702,30860,1
16702,35158,6
16702,40953,11
16702,32527,5
16702,31538,15
16702,27275,13
16702,35849,2
16702,18580,2
16702,24530,9
16702,27062,6
16702,38940,2
16702,34379,1
16702,34697,2
16702,27525,14
16702,29476,7
16702,32553,2
16702,34562,13
16702,34546,1
16702,22498,17
16702,19050,5
16702,27612,1
16703,24834,20
16703,30966,25
16703,33364,6
16703,48436,7
16703,36037,15
16703,16720,30
16703,30966,25
16703,24032,22
16703,26836,19
16703,35743,27
16703,21352,2
16703,34583,16
16703,19068,2
16703,36977,1
16703,29051,3
16703,53070,1
16703,20360,5
16703,31095,7
16703,36021,18
16703,36048,19
16703,36929,4
16703,40618,12
16703,44205,4
16703,25206,1
16703,24669,3
16703,60251,1
16703,24945,1
16703,39835,1
16703,34021,1
16703,42138,10
16703,36726,1
16703,26834,15
16703,32937,1
16703,32315,6
16703,16731,24
16703,35743,27
16703,40618,12
16703,22498,12
16703,34582,4
16703,31545,1
16704,29053,6
16704,30494,4
16704,35870,13
16704,18581,2
16704,25658,1
16704,36321,2
16704,39493,5
16704,33139,2
16704,39787,1
16704,22863,2
16704,26839,22
16704,27274,19
16704,31727,3
16704,27313,1
16704,32461,1
16704,21154,29
16704,27229,10
16704,40953,13
16704,60010,1
16704,34828,3
16704,42144,16
16704,35834,1
16704,31538,13
16704,26839,22
16704,25333,2
16704,27226,7
16704,30636,3
16704,31095,14
16704,42138,29
16704,27574,23
16704,35041,11
16704,48218,1
16704,32690,1
16704,25577,1
16704,35733,3
16704,40698,1
16704,38890,5
16704,45423,17
16704,22095,4
16704,44287,1
16706,38781,1
16706,40355,2
16706,40354,3
16706,34566,5
16706,51308,1
16706,33870,1
16706,44208,2
16706,38275,1
16706,36796,2
16706,34120,2
16706,40934,1
16706,58459,1
16707,31225,9
16707,38813,2
16707,23978,1
16707,19531,17
16707,24973,4
16707,24372,11
16707,25299,3
16707,54792,1
16707,35742,3
16707,35148,9
16707,27196,5
16707,28918,2
16707,42772,5
16707,35207,2
16707,36648,29
16707,36887,22
16707,36314,14
16707,42796,1
16707,22670,11
16707,28549,6
16707,25991,5
16707,36648,29
16707,22911,8
16707,27408,16
16707,28972,11
16707,28989,7
16707,27721,2
16707,28979,13
16707,43904,1
16707,36652,13
16707,22682,14
16707,30858,5
16707,22679,23
16707,24543,10
16707,26953,17
16707,31056,9
16707,31546,17
16707,33068,1
16707,40139,1
16707,38813,2
16708,39548,5
16708,35041,4
16708,41640,2
16708,41967,1
16708,41965,13
16708,29635,20
16708,21396,1
16708,36037,8
16708,45423,5
16708,36048,14
16708,21338,3
16708,42138,8
16708,31900,2
16708,39180,1
16708,38503,10
16708,41966,11
16708,36012,1
16708,36048,14
16708,27232,2
16708,33602,1
16708,41966,11
16708,34193,1
16708,51867,1
16708,44797,1
16708,34114,8
16708,63183,1
16708,32536,18
16708,34580,13
16708,30966,15
16708,26550,1
16708,41966,11
16708,20378,2
16708,23169,4
16708,38511,15
16708,27110,3
16708,30939,7
16708,28904,2
16708,34759,2
16708,38503,10
16708,33118,3
16709,28315,4
16709,25420,1
16709,22347,6
16709,24032,25
16709,25239,2
16709,32060,3
16709,41818,1
16709,19075,1
16709,28319,1
16709,31095,10
16709,35158,8
16709,31271,2
16709,20360,12
16709,32462,1
16709,35526,4
16709,38780,8
16709,35744,23
16709,24846,1
16709,19142,25
16709,22498,14
16709,32536,28
16709,38951,1
16709,36640,1
16709,34001,1
16709,30978,1
16709,36777,1
16709,39230,1
16709,32514,24
16709,46621,1
16709,33357,3
16709,34729,1
16709,22320,1
16709,20005,1
16709,39697,7
16709,24982,1
16709,25259,4
16709,37573,1
16709,41172,1
16709,40835,1
16709,50626,1
16710,36796,1
16710,36826,1
16710,21819,1
16710,16716,11
16710,44208,2
16710,40354,5
16710,35742,1
16710,34563,6
16710,26411,2
16710,19493,2
16710,24432,2
16710,21154,3
16710,27844,1
16710,39545,1
16710,28319,1
16710,34428,2
16710,16730,5
16710,33869,5
16710,27482,2
16710,36988,1
16710,24702,6
16710,24933,1
16710,34476,1
16710,16725,16
16710,18242,1
16710,32459,4
16710,40676,1
16710,16727,11
16710,22378,1
16710,26344,2
16710,26830,7
16710,16725,16
16710,47436,2
16710,22496,7
16710,34566,6
16710,27529,1
16710,28315,1
16710,34700,2
16710,42457,3
16710,29910,1
16711,24627,1
16711,24550,8
16711,30496,4
16711,23723,7
16711,27198,1
16711,29476,5
16711,25409,2
16711,26432,1
16711,25086,1
16711,24653,2
16711,24429,1
16711,36109,2
16711,26978,1
16711,27596,1
16711,29444,1
16711,42604,1
16711,31727,5
16711,62107,1
16711,24831,5
16711,24646,1
16711,34436,1
16711,27165,3
16711,25099,1
16711,23336,1
16711,21439,1
16711,27236,5
16711,25483,2
16711,24653,2
16711,61644,1
16711,29502,1
16711,17441,1
16711,30681,1
16711,23723,7
16711,25420,1
16711,25019,2
16711,38827,1
16711,35580,1
16711,26355,1
16711,34520,1
16711,21173,5
16712,24834,4
16712,33982,1
16712,27568,2
16712,26839,9
16712,27224,2
16712,16725,9
16712,20319,8
16712,26252,1
16712,29717,3
16712,27341,2
16712,46610,1
16712,32536,7
16712,52380,2
16712,21450,1
16712,26316,1
16712,21501,2
16712,35140,3
16712,21336,1
16712,39545,3
16712,31984,1
16712,42560,1
16712,24212,1
16712,24112,1
16712,27359,1
16712,33693,5
16712,25851,1
16712,31291,1
16712,26830,9
16712,27269,1
16712,24950,2
16712,35743,5
16712,21946,1
16712,19101,2
16712,26839,9
16712,26829,7
16712,35052,2
16712,30496,1
16712,30071,5
16712,32421,1
16712,50635,1
16713,20096,2
16713,27183,4
16713,24982,5
16713,32004,2
16713,28070,1
16713,30675,1
16713,36929,9
16713,20190,7
16713,28919,5
16713,34693,2
16713,39559,1
16713,28320,4
16713,38114,2
16713,42233,2
16713,34677,1
16713,20381,3
16713,22324,3
16713,45377,1
16713,35646,3
16713,32364,1
16713,36839,3
16713,44638,1
16713,30228,5
16713,42231,1
16713,43498,1
16713,40949,3
16713,26830,11
16713,34397,2
16713,37613,1
16713,29037,2
16713,33729,4
16713,36125,1
16713,27297,12
16713,24665,1
16713,33544,3
16713,25273,2
16713,41679,1
16713,26428,1
16713,27681,1
16713,35964,1
16714,40354,9
16714,24831,1
16714,39433,3
16714,51308,4
16714,27270,11
16714,34563,7
16714,39693,1
16714,27227,2
16714,36048,17
16714,39092,1
16714,27270,11
16714,26838,25
16714,31538,5
16714,44207,2
16714,36796,1
16714,27271,10
16714,32514,10
16714,39101,2
16714,39545,11
16714,27273,3
16714,34583,7
16714,35140,6
16714,59747,1
16714,24834,16
16714,36010,2
16714,35744,14
16714,21177,6
16714,16729,17
16714,22568,9
16714,34566,12
16714,40226,1
16714,22406,5
16714,44954,1
16714,31538,5
16714,20190,12
16714,16732,10
16714,18124,2
16714,32514,10
16714,29592,1
16714,40618,2
16715,47599,19
16715,19526,1
16715,20936,1
16715,49368,1
16715,62148,1
16715,31183,1
16715,44207,7
16715,52380,6
16715,35743,29
16715,44457,1
16715,22351,1
16715,36021,22
16715,29073,1
16715,42454,3
16715,26836,22
16715,34594,1
16715,32616,7
16715,24832,5
16715,24834,20
16715,40953,8
16715,26421,1
16715,27909,1
16715,24818,21
16715,20035,5
16715,33601,4
16715,27270,9
16715,24530,8
16715,32060,1
16715,36037,13
16715,40618,15
16715,23087,1
16715,34579,18
16715,62364,1
16715,33694,5
16715,17622,4
16715,22290,1
16715,22347,1
16715,22354,1
16715,36010,2
16715,35158,7
16716,16732,10
16716,26836,13
16716,29648,1
16716,40825,9
16716,16731,12
16716,36037,7
16716,39088,4
16716,29633,2
16716,26816,1
16716,38983,2
16716,42143,9
16716,21188,1
16716,33939,1
16716,35870,5
16716,33693,7
16716,47828,6
16716,27244,3
16716,32536,11
16716,16730,13
16716,27525,3
16716,16730,13
16716,19142,7
16716,33849,2
16716,40825,9
16716,28215,3
16716,27270,9
16716,27286,1
16716,40823,2
16716,20360,4
16716,40825,9
16716,30076,1
16716,39835,1
16716,27271,11
16716,44207,3
16716,38506,2
16716,46313,2
16716,26832,3
16716,34582,5
16716,24702,12
16716,18580,2
16717,47828,7
16717,26704,3
16717,24949,3
16717,17641,1
16717,20035,5
16717,31910,1
16717,42143,12
16717,26143,2
16717,24689,1
16717,32514,22
16717,16730,16
16717,30228,22
16717,34583,13
16717,40825,16
16717,38531,1
16717,41858,1
16717,40825,16
16717,30827,1
16717,48355,4
16717,42137,13
16717,46419,1
16717,41710,1
16717,24949,3
16717,41859,1
16717,40236,1
16717,37306,1
16717,40136,1
16717,24652,1
16717,39392,1
16717,30926,1
16717,23795,1
16717,24553,1
16717,39092,3
16717,34566,16
16717,44201,8
16717,39545,17
16717,26836,13
16717,32514,22
16717,35744,13
16717,30228,22
16718,32315,17
16718,26828,15
16718,30516,2
16718,32514,19
16718,30228,14
16718,34583,24
16718,32514,19
16718,53070,1
16718,30071,30
16718,35158,3
16718,29366,2
16718,26830,19
16718,17314,1
16718,22347,1
16718,27525,8
16718,31538,8
16718,34828,2
16718,24820,26
16718,35140,24
16718,26830,19
16718,27229,5
16718,27237,5
16718,39427,1
16718,26838,17
16718,42454,9
16718,46944,1
16718,29052,3
16718,24818,30
16718,32514,19
16718,38888,2
16718,38895,2
16718,26919,30
16718,34583,24
16718,19413,1
16718,22309,1
16718,24702,15
16718,25591,2
16718,38590,1
16718,39489,1
16718,42674,1
16719,21683,7
16719,35706,1
16719,32033,3
16719,51871,3
16719,21401,3
16719,24951,1
16719,40382,1
16719,20355,8
16719,39547,17
16719,31717,2
16719,33994,7
16719,42671,3
16719,36434,1
16719,39487,3
16719,56098,2
16719,31719,1
16719,41340,1
16719,26626,3
